"community_cards","current_street","encoded_actions","final_pot","final_stack","game_number","hand_name","hand_value","hole_cards","initial_seats","initial_stack","player_name","pot","round_count","street","uuid","win_rate","won_hand","action_1_type","action_1_amount","action_1_street","action_1_player","action_1_pot","action_1_bet_percentage","action_1_encoded_past_actions","action_2_type","action_2_amount","action_2_street","action_2_player","action_2_pot","action_2_bet_percentage","action_2_encoded_past_actions","action_3_type","action_3_amount","action_3_street","action_3_player","action_3_pot","action_3_bet_percentage","action_3_encoded_past_actions","action_4_type","action_4_amount","action_4_street","action_4_player","action_4_pot","action_4_bet_percentage","action_4_encoded_past_actions","action_5_type","action_5_amount","action_5_street","action_5_player","action_5_pot","action_5_bet_percentage","action_5_encoded_past_actions","action_6_type","action_6_amount","action_6_street","action_6_player","action_6_pot","action_6_bet_percentage","action_6_encoded_past_actions","action_7_type","action_7_amount","action_7_street","action_7_player","action_7_pot","action_7_bet_percentage","action_7_encoded_past_actions","action_8_type","action_8_amount","action_8_street","action_8_player","action_8_pot","action_8_bet_percentage","action_8_encoded_past_actions","action_9_type","action_9_amount","action_9_street","action_9_player","action_9_pot","action_9_bet_percentage","action_9_encoded_past_actions","action_10_type","action_10_amount","action_10_street","action_10_player","action_10_pot","action_10_bet_percentage","action_10_encoded_past_actions","action_11_type","action_11_amount","action_11_street","action_11_player","action_11_pot","action_11_bet_percentage","action_11_encoded_past_actions","action_12_type","action_12_amount","action_12_street","action_12_player","action_12_pot","action_12_bet_percentage","action_12_encoded_past_actions","action_13_type","action_13_amount","action_13_street","action_13_player","action_13_pot","action_13_bet_percentage","action_13_encoded_past_actions","action_14_type","action_14_amount","action_14_street","action_14_player","action_14_pot","action_14_bet_percentage","action_14_encoded_past_actions","action_15_type","action_15_amount","action_15_street","action_15_player","action_15_pot","action_15_bet_percentage","action_15_encoded_past_actions"
"HA,C9,HJ","flop","2170990","40","990","1","","","DK,S3","[{'name': 'GTO_Player1', 'uuid': 'mdbqorxurtqmcqjkssewyk', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'dwtjeuzxgrbneujpwkyyfh', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","40","1","flop","mdbqorxurtqmcqjkssewyk","0.5","0","call","10","preflop","dwtjeuzxgrbneujpwkyyfh","20","0.0","2130","call","10","preflop","mdbqorxurtqmcqjkssewyk","20","0.0","21430","raise","20","flop","dwtjeuzxgrbneujpwkyyfh","40","100.0","217049","fold","0","flop","mdbqorxurtqmcqjkssewyk","40","0.0","2170990","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'nlgcyfsguryrvdjsmsexhh', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'hftnykkjdxyajjqeyhtveq', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","nlgcyfsguryrvdjsmsexhh","","1","fold","0","preflop","hftnykkjdxyajjqeyhtveq","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'mbbpzscnxuenbrrprozmbz', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'wvdvrqlzbcoznnmhjrswtt', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","mbbpzscnxuenbrrprozmbz","","1","fold","0","preflop","wvdvrqlzbcoznnmhjrswtt","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'xubzwbttqsyajvybkupgve', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'aghjdbgnaljlkdacapaiso', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","xubzwbttqsyajvybkupgve","","1","fold","0","preflop","aghjdbgnaljlkdacapaiso","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","flop","228500","60","1030","1","","","CK,H3","[{'name': 'GTO_Player1', 'uuid': 'abuvivrwzzzsouixfxmqyv', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'pthdvydpebvcxjjqunyyyj', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","40","1","preflop","abuvivrwzzzsouixfxmqyv","0.63","1","raise","30","preflop","pthdvydpebvcxjjqunyyyj","40","66.66666666666666","2246","call","30","preflop","abuvivrwzzzsouixfxmqyv","60","0.0","22600","fold","0","flop","pthdvydpebvcxjjqunyyyj","60","0.0","228500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","flop","216800","20","1010","1","","","CQ,H2","[{'name': 'GTO_Player1', 'uuid': 'ngieqbpntfgwbczedywnyr', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'llcosryfskvshfpsuupxpr', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","ngieqbpntfgwbczedywnyr","0.51","1","call","10","preflop","llcosryfskvshfpsuupxpr","20","0.0","2130","call","10","preflop","ngieqbpntfgwbczedywnyr","20","0.0","21430","fold","0","flop","llcosryfskvshfpsuupxpr","20","0.0","216800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","22460","40","990","1","","","H5,H3","[{'name': 'GTO_Player1', 'uuid': 'ykhcrohsfviufbemvmhxln', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'glwotjhmcedohrvrvakjtc', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","40","1","preflop","ykhcrohsfviufbemvmhxln","0.34","0","raise","30","preflop","glwotjhmcedohrvrvakjtc","40","66.66666666666666","2246","fold","0","preflop","ykhcrohsfviufbemvmhxln","40","0.0","22460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'uquyltfgupgvebuadbxvpi', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'mtebhvdtwbagsfkiyfgsro', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","uquyltfgupgvebuadbxvpi","","1","fold","0","preflop","mtebhvdtwbagsfkiyfgsro","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'vgqqeibxtmuulcesowhcrb', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'txdskouenoqrnkbmcsoiwd', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","vgqqeibxtmuulcesowhcrb","","1","fold","0","preflop","txdskouenoqrnkbmcsoiwd","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3,H6,CQ,C7,DQ","river","504377250260","2000","0","1","","","HK,DA","[{'name': 'GTO_Player1', 'uuid': 'kzdgqrlyzlxwnbtodgaqtt', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'xxgvsoanrponuqtsvsfjpy', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","1928","1","river","kzdgqrlyzlxwnbtodgaqtt","0.38","0","raise","30","preflop","xxgvsoanrponuqtsvsfjpy","40","66.66666666666666","2246","raise","50","preflop","kzdgqrlyzlxwnbtodgaqtt","80","52.63157894736842","22715","raise","70","preflop","xxgvsoanrponuqtsvsfjpy","120","42.42424242424242","229414","raise","90","preflop","kzdgqrlyzlxwnbtodgaqtt","160","35.294117647058826","2294403","raise","110","preflop","xxgvsoanrponuqtsvsfjpy","200","30.136986301369863","22946293","raise","130","preflop","kzdgqrlyzlxwnbtodgaqtt","240","26.262626262626267","229463202","raise","150","preflop","xxgvsoanrponuqtsvsfjpy","280","23.25581395348837","2294634292","raise","170","preflop","kzdgqrlyzlxwnbtodgaqtt","320","20.858895705521473","22946343192","call","170","preflop","xxgvsoanrponuqtsvsfjpy","340","0.0","229463434090","raise","227","flop","xxgvsoanrponuqtsvsfjpy","567","18.9640768588137","2294634343671","call","227","flop","kzdgqrlyzlxwnbtodgaqtt","794","0.0","486343437380","raise","531","turn","xxgvsoanrponuqtsvsfjpy","1325","27.161125319693095","2313434377092","call","531","turn","kzdgqrlyzlxwnbtodgaqtt","1856","0.0","494343772110","raise","72","river","xxgvsoanrponuqtsvsfjpy","1928","2.8146989835809224","2313437724860","call","72","river","kzdgqrlyzlxwnbtodgaqtt","2000","0.0","504377250260"
"SK,H6,H2","flop","2288040","100","970","1","","","C9,DQ","[{'name': 'GTO_Player1', 'uuid': 'ymthplswktligfuhaxllfn', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'jhozklkqvjgkkcfdplhzzf', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","100","1","flop","ymthplswktligfuhaxllfn","0.37","0","raise","30","preflop","jhozklkqvjgkkcfdplhzzf","40","66.66666666666666","2246","call","30","preflop","ymthplswktligfuhaxllfn","60","0.0","22600","raise","40","flop","jhozklkqvjgkkcfdplhzzf","100","40.0","228754","fold","0","flop","ymthplswktligfuhaxllfn","100","0.0","2288040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HK,DQ,SJ,D2","turn","22886026230","1080","730","1","","","D7,DA","[{'name': 'GTO_Player1', 'uuid': 'lvopiyekedbakuhanumdds', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'nptdzmdzmvpvmelsxdzbic', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","1080","1","turn","lvopiyekedbakuhanumdds","0.49","0","raise","30","preflop","nptdzmdzmvpvmelsxdzbic","40","66.66666666666666","2246","call","30","preflop","lvopiyekedbakuhanumdds","60","0.0","22600","raise","60","flop","nptdzmdzmvpvmelsxdzbic","120","50.0","228755","raise","120","flop","lvopiyekedbakuhanumdds","240","50.0","2288315","raise","240","flop","nptdzmdzmvpvmelsxdzbic","420","50.0","22885925","call","240","flop","lvopiyekedbakuhanumdds","540","0.0","228859920","raise","540","turn","nptdzmdzmvpvmelsxdzbic","1080","42.857142857142854","2288602494","raise","-1","turn","lvopiyekedbakuhanumdds","1080","0.0","22886026230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","22460","40","990","1","","","H3,C6","[{'name': 'GTO_Player1', 'uuid': 'wmflvcapwoenxhrxeggajt', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'gdnzyvqfioipdrxvsacxoa', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","40","1","preflop","wmflvcapwoenxhrxeggajt","0.35","0","raise","30","preflop","gdnzyvqfioipdrxvsacxoa","40","66.66666666666666","2246","fold","0","preflop","wmflvcapwoenxhrxeggajt","40","0.0","22460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HA,CJ,C3,CK,D6","river","2859080328510","1562","219","1","","","H4,C4","[{'name': 'GTO_Player1', 'uuid': 'payrcymqixnjnzhylhecdj', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'jekkyxbyaxnbaahwykpdhw', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","1115","1","river","payrcymqixnjnzhylhecdj","0.41","0","call","10","preflop","jekkyxbyaxnbaahwykpdhw","20","0.0","2130","call","10","preflop","payrcymqixnjnzhylhecdj","20","0.0","21430","raise","13","flop","jekkyxbyaxnbaahwykpdhw","33","100.0","217039","raise","26","flop","payrcymqixnjnzhylhecdj","59","66.66666666666666","2171136","raise","39","flop","jekkyxbyaxnbaahwykpdhw","85","50.0","21714115","raise","56","flop","payrcymqixnjnzhylhecdj","115","41.7910447761194","217141904","raise","77","flop","jekkyxbyaxnbaahwykpdhw","153","36.492890995260666","2171421803","raise","102","flop","payrcymqixnjnzhylhecdj","199","32.587859424920126","21714218793","raise","133","flop","jekkyxbyaxnbaahwykpdhw","255","29.82062780269058","217142190702","call","133","flop","payrcymqixnjnzhylhecdj","286","0.0","2171421907690","raise","191","turn","jekkyxbyaxnbaahwykpdhw","477","24.805194805194805","414219080172","call","191","turn","payrcymqixnjnzhylhecdj","668","0.0","2842190802890","raise","447","river","jekkyxbyaxnbaahwykpdhw","1115","31.74715909090909","1031908032683","call","447","river","payrcymqixnjnzhylhecdj","1562","0.0","2859080328510","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'hhgktejyfxabfahmgdukhm', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'nrprehafskchzofgoqureg', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","hhgktejyfxabfahmgdukhm","","1","fold","0","preflop","nrprehafskchzofgoqureg","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","21300","20","990","1","","","C5,S7","[{'name': 'GTO_Player1', 'uuid': 'jqkwfwcpyopigczsvpeokm', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'bhtmfmocjjhurdoiqufurz', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","jqkwfwcpyopigczsvpeokm","0.37","0","call","10","preflop","bhtmfmocjjhurdoiqufurz","20","0.0","2130","fold","0","preflop","jqkwfwcpyopigczsvpeokm","20","0.0","21300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'yioyyvteskbvgoknofmxtc', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'riijeugndtpcpyjwqdazud', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","yioyyvteskbvgoknofmxtc","","1","fold","0","preflop","riijeugndtpcpyjwqdazud","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","21300","20","990","1","","","D3,D5","[{'name': 'GTO_Player1', 'uuid': 'otcqwzxerwzvqeqthofwal', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'nikojyvxogrvcnmarjtnar', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","otcqwzxerwzvqeqthofwal","0.42","0","call","10","preflop","nikojyvxogrvcnmarjtnar","20","0.0","2130","fold","0","preflop","otcqwzxerwzvqeqthofwal","20","0.0","21300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","flop","216800","20","1010","1","","","S9,HJ","[{'name': 'GTO_Player1', 'uuid': 'jtkzfknbrcxbnylukqqstd', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'igqkxsafzuxctbsgpmuwgq', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","jtkzfknbrcxbnylukqqstd","0.53","1","call","10","preflop","igqkxsafzuxctbsgpmuwgq","20","0.0","2130","call","10","preflop","jtkzfknbrcxbnylukqqstd","20","0.0","21430","fold","0","flop","igqkxsafzuxctbsgpmuwgq","20","0.0","216800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'oyygkxnngjkhejiujanqbk', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'chegrgcbhbekjzhmvlpryy', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","oyygkxnngjkhejiujanqbk","","1","fold","0","preflop","chegrgcbhbekjzhmvlpryy","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK,S8,S2","turn","2288590000","300","1150","1","","","S3,D3","[{'name': 'GTO_Player1', 'uuid': 'joaizixszvjzlhmeacsxxr', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'wymriszsxhiufoizzyxmfs', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","260","1","flop","joaizixszvjzlhmeacsxxr","0.49","1","raise","30","preflop","wymriszsxhiufoizzyxmfs","40","66.66666666666666","2246","call","30","preflop","joaizixszvjzlhmeacsxxr","60","0.0","22600","raise","40","flop","wymriszsxhiufoizzyxmfs","100","40.0","228754","raise","80","flop","joaizixszvjzlhmeacsxxr","180","44.44444444444444","2288304","raise","120","flop","wymriszsxhiufoizzyxmfs","260","40.0","22885804","call","120","flop","joaizixszvjzlhmeacsxxr","300","0.0","228858700","fold","0","turn","wymriszsxhiufoizzyxmfs","300","0.0","2288590000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S7,C6,C5","turn","21713200","46","1023","1","","","CT,S9","[{'name': 'GTO_Player1', 'uuid': 'cquxtcbntlteedxovrlras', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'vgnuogowxvxnbkvyccfutt', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","33","1","flop","cquxtcbntlteedxovrlras","0.38","1","call","10","preflop","vgnuogowxvxnbkvyccfutt","20","0.0","2130","call","10","preflop","cquxtcbntlteedxovrlras","20","0.0","21430","raise","13","flop","vgnuogowxvxnbkvyccfutt","33","100.0","217039","call","13","flop","cquxtcbntlteedxovrlras","46","0.0","2171020","fold","0","turn","vgnuogowxvxnbkvyccfutt","46","0.0","21713200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HT,S2,D8","flop","1032030202020","1514","1616","1","","","S8,CQ","[{'name': 'GTO_Player1', 'uuid': 'ajrxcgmorkwzcsxshtanxt', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'dsjtkxzvitksdtpnomnnjp', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","950","1","flop","ajrxcgmorkwzcsxshtanxt","0.69","1","call","10","preflop","dsjtkxzvitksdtpnomnnjp","20","0.0","2130","call","10","preflop","ajrxcgmorkwzcsxshtanxt","20","0.0","21430","raise","13","flop","dsjtkxzvitksdtpnomnnjp","33","100.0","217039","raise","26","flop","ajrxcgmorkwzcsxshtanxt","59","66.66666666666666","2171136","raise","39","flop","dsjtkxzvitksdtpnomnnjp","85","50.0","21714115","raise","85","flop","ajrxcgmorkwzcsxshtanxt","144","52.14723926380368","217141915","raise","144","flop","dsjtkxzvitksdtpnomnnjp","249","46.90553745928339","2171421924","raise","203","flop","ajrxcgmorkwzcsxshtanxt","367","39.80392156862745","21714220013","raise","262","flop","dsjtkxzvitksdtpnomnnjp","485","33.93782383419689","217142202913","raise","324","flop","ajrxcgmorkwzcsxshtanxt","606","29.56204379562044","2171422029912","raise","606","flop","dsjtkxzvitksdtpnomnnjp","950","35.60517038777908","414220301913","raise","888","flop","ajrxcgmorkwzcsxshtanxt","1514","34.285714285714285","2842203019923","raise","-1","flop","dsjtkxzvitksdtpnomnnjp","1514","0.0","1032030202020","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'brcgyyostyakxlbwmyvkqc', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'wvuhwzgqmseyugwarfetbe', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","brcgyyostyakxlbwmyvkqc","","1","fold","0","preflop","wvuhwzgqmseyugwarfetbe","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CK,C3,DK","flop","229458804130","1540","1630","1","","","SA,S9","[{'name': 'GTO_Player1', 'uuid': 'gsurdjrigghwmghlitdvhd', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'rfwwbtrwhonkzjvbylorgp', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","980","1","flop","gsurdjrigghwmghlitdvhd","0.58","1","raise","30","preflop","rfwwbtrwhonkzjvbylorgp","40","66.66666666666666","2246","raise","50","preflop","gsurdjrigghwmghlitdvhd","80","52.63157894736842","22715","raise","70","preflop","rfwwbtrwhonkzjvbylorgp","120","42.42424242424242","229414","call","70","preflop","gsurdjrigghwmghlitdvhd","140","0.0","2294300","raise","140","flop","rfwwbtrwhonkzjvbylorgp","280","38.88888888888889","22945773","raise","280","flop","gsurdjrigghwmghlitdvhd","560","43.75","229458514","raise","560","flop","rfwwbtrwhonkzjvbylorgp","980","46.666666666666664","2294587934","raise","840","flop","gsurdjrigghwmghlitdvhd","1540","41.17647058823529","22945880134","raise","-1","flop","rfwwbtrwhonkzjvbylorgp","1540","0.0","229458804130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","2000","15","1005","1","","","","[{'name': 'GTO_Player1', 'uuid': 'jknxtcxenncsgmgckxgbtw', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'yamxwpkmeahhedjwlahesw', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","","1","","jknxtcxenncsgmgckxgbtw","","1","fold","0","preflop","yamxwpkmeahhedjwlahesw","15","0.0","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D8,H2,D5,C6,D3","river","2288531891840","1418","401","1","","","H7,HA","[{'name': 'GTO_Player1', 'uuid': 'ybjkaubkvuwjlmxgdhqgeh', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'stzwkopsflewybqfdwqmqo', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","1418","1","river","ybjkaubkvuwjlmxgdhqgeh","0.17","0","raise","30","preflop","stzwkopsflewybqfdwqmqo","40","66.66666666666666","2246","call","30","preflop","ybjkaubkvuwjlmxgdhqgeh","60","0.0","22600","raise","40","flop","stzwkopsflewybqfdwqmqo","100","40.0","228754","call","40","flop","ybjkaubkvuwjlmxgdhqgeh","140","0.0","2288190","raise","93","turn","stzwkopsflewybqfdwqmqo","233","39.91416309012876","22885163","call","93","turn","ybjkaubkvuwjlmxgdhqgeh","326","0.0","228852790","raise","218","river","stzwkopsflewybqfdwqmqo","544","40.07352941176471","2288531674","raise","436","river","ybjkaubkvuwjlmxgdhqgeh","980","44.48979591836735","22885318524","raise","656","river","stzwkopsflewybqfdwqmqo","1418","40.09779951100245","228853189034","fold","0","river","ybjkaubkvuwjlmxgdhqgeh","1418","0.0","2288531891840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","preflop","21300","20","990","1","","","H7,S3","[{'name': 'GTO_Player1', 'uuid': 'gjitlmoitzzcgpklhdmmtk', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'vcnofsbwduiaknheepexnz', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","gjitlmoitzzcgpklhdmmtk","0.34","0","call","10","preflop","vcnofsbwduiaknheepexnz","20","0.0","2130","fold","0","preflop","gjitlmoitzzcgpklhdmmtk","20","0.0","21300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","flop","2178500","60","1030","1","","","DA,SA","[{'name': 'GTO_Player1', 'uuid': 'tatdssphvsvpntfguoezkw', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'ntpfuvzyyuapcudpkobpcq', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","tatdssphvsvpntfguoezkw","0.85","1","call","10","preflop","ntpfuvzyyuapcudpkobpcq","20","0.0","2130","raise","30","preflop","tatdssphvsvpntfguoezkw","40","66.66666666666666","21546","call","30","preflop","ntpfuvzyyuapcudpkobpcq","60","0.0","217600","fold","0","flop","ntpfuvzyyuapcudpkobpcq","60","0.0","2178500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","flop","2178500","60","1030","1","","","SK,HA","[{'name': 'GTO_Player1', 'uuid': 'esctyjkcnjxfazjjvkutci', 'stack': 990, 'state': 'participating'}, {'name': 'GTO_Player2', 'uuid': 'vsxaprzhlqvtdcynfdvbnh', 'stack': 995, 'state': 'participating'}]","1000","GTO_Player1","20","1","preflop","esctyjkcnjxfazjjvkutci","0.68","1","call","10","preflop","vsxaprzhlqvtdcynfdvbnh","20","0.0","2130","raise","30","preflop","esctyjkcnjxfazjjvkutci","40","66.66666666666666","21546","call","30","preflop","vsxaprzhlqvtdcynfdvbnh","60","0.0","217600","fold","0","flop","vsxaprzhlqvtdcynfdvbnh","60","0.0","2178500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
